county_fips,county_name,established,origin text,etymology,fips_code,density,population,area,stateFIPS,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20
13103,Effingham County,1777,St Mathew and St Philip Parishes,"Thomas Howard, Earl of Effingham (1746–1791), who was sympathetic with the independence movement",103,111.03,"53,293","480 sq mi
(1,243 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,3,3,4,4,4,4,5,5,6,6,9,12
13105,Elbert County,1790,Wilkes County,"Samuel Elbert (1740–88), a general in the Revolutionary War; became the governor of Georgia in 1785",105,53.34,"19,684","369 sq mi
(956 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
13107,Emanuel County,1812,Bulloch and Montgomery Counties,"Colonel David Emanuel (1744–1808), became the governor of Georgia in 1801",107,33.38,"22,898","686 sq mi
(1,777 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
13109,Evans County,1914,Bulloch and Tattnall County,"General Clement Anselm Evans (1832–1911), a hero of the American Civil War; the commander in chief of the United Confederate Veterans",109,57.78,"10,689","185 sq mi
(479 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13111,Fannin County,1854,Gilmer and Union Counties,"Colonel James Walker Fannin Jr. (1809–36), a hero of the Texas Revolution",111,60.86,"23,492","386 sq mi
(1,000 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,3,3,4,6,8,8,8,8
13113,Fayette County,1821,Creek Cession of 1821,"Gilbert du Motier, marquis de Lafayette (1757–1834), a French hero of the Revolutionary War",113,545.81,"107,524","197 sq mi
(510 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,5,4,5,5,5,8,9,9,9,9,11,12,12,14,22,26,27,42,48,48,55,61,66,67
13115,Floyd County,1832,Cherokee County,"General John Floyd (1769–1839), soldier, U.S. Congressman",115,187.48,"96,177","513 sq mi
(1,329 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,4,4,6,6,6,7,8,9,10,12,14,17,26,27,28,31,50,70,78,79,80,82
13117,Forsyth County,1832,Cherokee County,"John Forsyth (1780–1841), Secretary of State under President Martin Van Buren",117,831.54,"187,928","226 sq mi
(585 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,4,5,7,8,10,15,21,22,28,36,47,50,53,61,71,73
13119,Franklin County,1784,Cherokee and Creek Cessions of 1783,"Benjamin Franklin (1706–1790), writer, inventor, philosopher, publisher, and a Founding Father of the United States",119,83.25,"21,894","263 sq mi
(681 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,4,4,5,5,5,5,5
13121,Fulton County,1853,DeKalb County + the former Campbell and Milton Counties and a portion of Cobb County,"Robert Fulton, an engineer and the inventor of the steamboat.",121,"1,848.34","1,041,423","529 sq mi
(1,370 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,3,5,5,6,8,8,13,20,27,33,49,66,88,99,111,152,191,204,231,347,378,425,503,599,638,747,910,959,970
13123,Gilmer County,1832,Cherokee County,"George Rockingham Gilmer (1780–1859), 16th governor of Georgia",123,66.02,"28,190","427 sq mi
(1,106 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
13125,Glascock County,1857,Warren County,"General Thomas Glascock (1780–1841), a hero of the War of 1812 and the Seminole War of 1817; U.S. Congressman",125,21.82,"3,142","144 sq mi
(373 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13127,Glynn County,1777,St David and St Patrick Parishes,"John Glynn (1722–79), British Member of Parliament and Serjeant-at-law, who was sympathetic with the cause of American independence",127,192,"81,022","422 sq mi
(1,093 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4,4,5,5,6,7,7,8,17,17,19,21,23,28,29
13129,Gordon County,1850,Cass (now Bartow) and Floyd Counties,"William Washington Gordon (1796–1842), first president of the Central of Georgia Railroad",129,157.09,"55,766","355 sq mi
(919 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,3,3,3,4,4,6,8,9,9,12,14,14,15,16,18,20,21,23,23
13131,Grady County,1905,Decatur and Thomas Counties,"Henry Woodfin Grady (1850–89), orator; managing editor of the Atlanta Constitution",131,55.55,"25,440","458 sq mi
(1,186 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,3,3
13133,Greene County,1786,Washington County,"General Nathanael Greene (1742–86), a hero of the Revolutionary War",133,41.47,"16,092","388 sq mi
(1,005 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,7,8,8,12,12,12
13135,Gwinnett County,1818,Cherokee Cession of 1817 and Creek Cession of 1818,"Button Gwinnett (1735–1777), one of Georgia's delegates to the Continental Congress who signed the Declaration of Independence",135,"1,944.68","842,046","433 sq mi
(1,121 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,4,5,7,7,12,23,23,27,35,46,69,79,121,131,145,178,242,257,303,353,400,410
13137,Habersham County,1818,Cherokee Cessions of 1817 and 1819,"Colonel Joseph Habersham (1751–1815), a hero of the Revolutionary War; U.S. Postmaster General in the Cabinet of George Washington",137,156.55,"43,520","278 sq mi
(720 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2
13139,Hall County,1818,Cherokee Cessions of 1817 and 1819,"Dr. Lyman Hall (1724–90), one of Georgia's delegates to the Continental Congress who signed the Declaration of Independence; became the governor of Georgia in 1783",139,470.6,"185,416","394 sq mi
(1,020 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,6,9,9,10,16,19,22,30,31,33,34,67,71,72,81,117,117
13141,Hancock County,1793,Greene and Washington counties,"John Hancock (1737–93), President of the Continental Congress; first signer of the Declaration of Independence",141,19.02,"8,996","473 sq mi
(1,225 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13143,Haralson County,1856,Carroll and Polk Counties,"General Hugh Anderson Haralson (1805–54), U.S. Congressman",143,100.71,"28,400","282 sq mi
(730 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,4,5,6,6,10,10,10
13145,Harris County,1827,Muscogee and Troup counties,"Charles Harris (1772–1827), prominent attorney from Savannah",145,70.15,"32,550","464 sq mi
(1,202 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,3,3,3,3,5,6,6,7
13147,Hart County,1853,Elbert and Franklin counties,"Nancy Morgan Hart (1735–1830), a heroine of the Revolutionary War",147,110,"25,518","232 sq mi
(601 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,3,3,3,3
13149,Heard County,1830,"Carroll, Coweta and Troup Counties","Stephen Heard (1740–1815), a hero of the Revolutionary War",149,39.3,"11,633","296 sq mi
(767 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2
13151,Henry County,1821,Creek Cession of 1821,"Patrick Henry (1736–99), prominent lawyer, orator, and a Founding Father of the United States",151,647.22,"209,053","323 sq mi
(837 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,3,6,7,7,9,13,20,29,44,50,56,68,86,95,115,143,167,168
13153,Houston County,1821,Creek Cession of 1821,"John Houstoun (1744–1796), member of the Continental Congress; became governor of Georgia in 1778",153,387.63,"146,136","377 sq mi
(976 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,5,6,9,10,13,15,26,30,44,49,58,59,62
13155,Irwin County,1818,Creek Cessions of 1814 and 1818,"Jared Irwin (1751–1818), the governor who rescinded the Yazoo Act in 1796",155,26.89,"9,600","357 sq mi
(925 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,3,3,3,3,5,5,6,6,6
13157,Jackson County,1796,Franklin County,"General James Jackson (1757–1806), a hero of the Revolutionary War",157,177.11,"60,571","342 sq mi
(886 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,8,10,11,13,15,15
13159,Jasper County,1807,Baldwin (FKA Randolph County 1807–12),"Sergeant William Jasper (1750–1779), a hero of the Revolutionary War",159,36.84,"13,630","370 sq mi
(958 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,3,3
13161,Jeff Davis County,1905,Appling and Coffee counties,"Jefferson Davis (1808–89), the first and only President of the Confederate States of America",161,45.51,"15,156","333 sq mi
(862 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13163,Jefferson County,1796,Burke and Warren Counties,"Thomas Jefferson (1743–1826), third President of the United States",163,31.12,"16,432","528 sq mi
(1,368 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,3,3
13165,Jenkins County,1905,"Bulloch, Burke, Emanuel, and Screven Counties","Charles Jones Jenkins (1805–83), governor of Georgia, who was the author of the famous Georgia Platform of 1850",165,26.32,"9,213","350 sq mi
(906 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2
13167,Johnson County,1858,"Emanuel, Laurens and Washington counties","Herschel Vespasian Johnson (1812–80), U.S. Senator; Governor of Georgia",167,32.56,"9,897","304 sq mi
(787 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,3
13169,Jones County,1807,Baldwin County,"James Jones (1769–1801), U.S. Congressman",169,72.53,"28,577","394 sq mi
(1,020 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,3,4,5,6,6,6
13171,Lamar County,1920,Monroe and Pike Counties,"Lucius Quintus Cincinnatus Lamar (1825–93), U.S. Senator; Associate Justice of the U.S. Supreme Court",171,97.61,"18,057","185 sq mi
(479 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,3,3,4,6,6,7,7
13173,Lanier County,1920,"Berrien, Clinch and Lowndes Countries","Sidney Lanier (1842–1881), attorney, linguist, mathematician,[citation needed] and musician",173,55.61,"10,400","187 sq mi
(484 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
13175,Laurens County,1807,Wilkinson County,"Colonel John Laurens (1754–82), aide to George Washington during the Revolutionary War",175,59.09,"48,041","813 sq mi
(2,106 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,6,7,7,7,9,12,13,13,14,14,15,15,15
13177,Lee County,1826,Creek Cessions of 1826,"Lieutenant Colonel Henry Lee III (1732–1794), a hero of the Revolutionary War, who attained the nickname ""Light-Horse Harry""",177,80.75,"28,746","356 sq mi
(922 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,3,13,14,16,19,24,25,29,37,39,43,44,90,94,104,123,134,138
13179,Liberty County,1777,"St Andrew, St James, and St John Parishes",Named in honor of the noted patriotism of the citizens of Midway in their support of the cause of colonial independence,179,126.15,"65,471","519 sq mi
(1,344 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,3,4,5,7,7,9,10,13
13181,Lincoln County,1796,Wilkes County,"General Benjamin Lincoln (1733–1810), a hero of the Revolutionary War; was later assigned to the suppression of Shays' Rebellion",181,36.67,"7,737","211 sq mi
(546 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,3,3,3,4,4,4,5,5,5,5
13183,Long County,1920,Liberty County,"Dr. Crawford Williamson Long (1815–78), in 1842 the first man to use diethyl ether as an anesthetic for dental surgery",183,40.02,"16,048","401 sq mi
(1,039 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
13185,Lowndes County,1825,Irwin County,"William Jones Lowndes (1782–1822), prominent figure in the affairs of South Carolina throughout the formative years of the United States",185,227.29,"114,552","504 sq mi
(1,305 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,4,5,6,7,7,8,8,11,12,14,20,20,20,21,23,24,26,32,37,37
13187,Lumpkin County,1832,"Cherokee, Habersham, and Hall Counties","Wilson Lumpkin (1783–1870), Governor of Georgia; U.S. Senator",187,107.79,"30,611","284 sq mi
(736 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,4,4,4,4,4,7,7,7,7,9,9
13189,Macon County,1837,Houston and Marion Counties,"General Nathaniel Macon (1758–1837), Speaker of the House of Representatives; U.S. Senator",193,35.39,"14,263","403 sq mi
(1,044 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,4,5,6,6
13191,Madison County,1811,"Clarke, Elbert, Franklin, Jackson and Oglethorpe Counties","James Madison (1751–1836), fourth President of the United States; chief writer of the U.S. Constitution",195,98.32,"27,922","284 sq mi
(736 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2
13193,Marion County,1827,Lee and Muscogee Counties,"General Francis Marion (1732–95), the ""Swamp Fox""; a hero of the Revolutionary War",197,23.74,"8,711","367 sq mi
(951 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,4,4
13195,McDuffie County,1870,Columbia and Warren,"George McDuffie (1790–1851), orator and governor of South Carolina",189,83.32,"21,663","260 sq mi
(673 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,3,3,3,3,3,5,7,7,7
13197,McIntosh County,1793,Liberty County,"General Lachlan McIntosh (1727–1806), a hero of the Revolutionary War",191,31.89,"13,839","434 sq mi
(1,124 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
13199,Meriwether County,1827,Formed from Troup County,"General David Meriwether (1755–1822), a hero of the Revolutionary War; U.S. Congressman",199,42.29,"21,273","503 sq mi
(1,303 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,5,6,6,7,9,10,11,11
13201,Miller County,1856,Baker and Early Counties,"Andrew Jackson Miller (1806–56), president of the Medical College of Georgia",201,21.09,"5,969","283 sq mi
(733 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,4,4,4,4,4,4,10,10,14
13205,Mitchell County,1857,Baker County,"Gen. Henry Mitchell (1760–1839), a hero of the Revolutionary War",205,45.2,"23,144","512 sq mi
(1,326 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10,14,15,15,16,34,39,40,46,53,56
13207,Monroe County,1821,Creek Cession of 1821,"James Monroe (1758–1831), the fifth President of the United States and the creator of the Monroe Doctrine of 1823",207,67.27,"26,637","396 sq mi
(1,026 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3,3,3,3,3,3,5,6,6,7,7,9
13209,Montgomery County,1793,Washington County,"General Richard Montgomery (1738–75), hero of the Revolutionary War",209,36.38,"8,913","245 sq mi
(635 km2)",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
